country,year,length_stay
Netherlands,2008,9.4
Netherlands,2009,8.6
Netherlands,2010,7.6
Netherlands,2011,7.1
Netherlands,2012,7.1
Netherlands,2013,9.1
Netherlands,2014,8.8
Netherlands,2015,8.8
Netherlands,2016,9.5
Netherlands,2001,21.7
Netherlands,2002,19.8
Netherlands,2003,18.0
Netherlands,2004,16.0
Netherlands,2005,14.9
Netherlands,2006,14.6
Netherlands,2007,13.9
Netherlands,2008,13.2
Netherlands,2009,11.8
Netherlands,2010,11.0
Netherlands,2011,10.2
Netherlands,2012,9.4
Netherlands,2013,7.8
Netherlands,2014,7.4
Netherlands,2015,7.3
Netherlands,2016,7.2
Netherlands,2017,7.3
Netherlands,2018,7.5
Netherlands,2001,9.0
Netherlands,2002,8.6
Netherlands,2003,8.0
Netherlands,2004,7.2
Netherlands,2005,7.0
Netherlands,2006,6.7
Netherlands,2007,6.7
Netherlands,2008,6.5
Netherlands,2009,5.9
Netherlands,2010,5.3
Netherlands,2011,5.3
Netherlands,2012,5.0
Netherlands,2013,4.1
Netherlands,2014,4.2
Netherlands,2015,4.1
Netherlands,2016,4.2
Netherlands,2017,4.1
Netherlands,2018,4.3
Netherlands,2001,4.0
Netherlands,2002,3.6
Netherlands,2003,3.6
Netherlands,2004,3.3
Netherlands,2005,3.2
Netherlands,2006,3.4
Netherlands,2007,3.2
Netherlands,2008,3.0
Netherlands,2009,2.9
Netherlands,2010,2.7
Netherlands,2011,2.7
Netherlands,2012,2.8
Netherlands,2013,3.0
Netherlands,2014,2.5
Netherlands,2015,2.5
Netherlands,2006,2.7
Netherlands,2011,4.5
Netherlands,2012,4.4
Netherlands,2013,4.1
Netherlands,2014,3.2
Netherlands,2015,3.8
Netherlands,2016,4.0
Netherlands,2017,4.1
Netherlands,2018,4.8
Netherlands,2001,12.6
Netherlands,2002,12.1
Netherlands,2003,11.8
Netherlands,2004,11.4
Netherlands,2005,10.8
Netherlands,2006,10.6
Netherlands,2007,10.3
Netherlands,2008,10.1
Netherlands,2009,9.7
Netherlands,2010,9.3
Netherlands,2011,8.8
Netherlands,2012,8.6
Netherlands,2013,7.6
Netherlands,2014,7.1
Netherlands,2015,7.1
Netherlands,2016,6.9
Netherlands,2017,6.9
Netherlands,2018,6.9
Netherlands,2001,8.5
Netherlands,2002,8.5
Netherlands,2003,9.0
Netherlands,2004,7.9
Netherlands,2005,7.4
Netherlands,2006,7.1
Netherlands,2007,7.0
Netherlands,2008,6.4
Netherlands,2001,8.4
Netherlands,2002,8.2
Netherlands,2003,8.0
Netherlands,2004,7.8
Netherlands,2005,7.6
Netherlands,2006,7.4
Netherlands,2007,7.3
Netherlands,2008,7.2
Netherlands,2009,7.0
Netherlands,2010,6.7
Netherlands,2011,6.5
Netherlands,2012,6.4
Netherlands,2013,5.8
Netherlands,2014,5.5
Netherlands,2015,5.6
Netherlands,2016,5.5
Netherlands,2017,5.6
Netherlands,2018,5.7
Netherlands,2001,6.1
Netherlands,2002,6.5
Netherlands,2003,6.0
Netherlands,2004,5.9
Netherlands,2005,5.6
Netherlands,2006,5.5
Netherlands,2007,5.1
Netherlands,2008,5.1
Netherlands,2009,4.9
Netherlands,2010,4.7
Netherlands,2001,3.1
Netherlands,2002,2.8
Netherlands,2003,2.7
Netherlands,2004,2.7
Netherlands,2005,2.6
Netherlands,2006,2.6
Netherlands,2007,3.0
Netherlands,2008,2.8
Netherlands,2009,2.9
Netherlands,2010,3.7
Netherlands,2011,3.6
Netherlands,2012,3.5
Netherlands,2013,3.2
Netherlands,2014,3.8
Netherlands,2015,3.8
Netherlands,2016,5.1
Netherlands,2017,6.3
Netherlands,2018,4.2
Netherlands,2001,10.4
Netherlands,2002,10.0
Netherlands,2003,9.4
Netherlands,2004,9.2
Netherlands,2005,9.4
Netherlands,2006,9.0
Netherlands,2007,8.8
Netherlands,2008,8.3
Netherlands,2009,8.1
Netherlands,2010,7.7
Netherlands,2011,7.5
Netherlands,2012,7.4
Netherlands,2013,6.8
Netherlands,2014,6.7
Netherlands,2015,6.8
Netherlands,2016,6.7
Netherlands,2017,6.7
Netherlands,2018,6.8
Netherlands,2001,22.1
Netherlands,2002,18.2
Netherlands,2003,15.8
Netherlands,2004,13.4
Netherlands,2005,12.6
Netherlands,2006,12.5
Netherlands,2007,11.9
Netherlands,2008,11.7
Netherlands,2009,10.8
Netherlands,2010,9.9
Netherlands,2011,9.3
Netherlands,2012,8.7
Netherlands,2013,7.3
Netherlands,2014,6.8
Netherlands,2015,6.7
Netherlands,2016,6.5
Netherlands,2017,6.5
Netherlands,2018,6.5
Netherlands,2001,9.3
Netherlands,2002,8.4
Netherlands,2003,8.0
Netherlands,2004,7.5
Netherlands,2005,7.1
Netherlands,2006,7.3
Netherlands,2007,7.1
Netherlands,2008,6.8
Netherlands,2009,6.9
Netherlands,2010,6.8
Netherlands,2011,6.3
Netherlands,2012,6.3
Netherlands,2013,5.6
Netherlands,2014,5.6
Netherlands,2015,5.5
Netherlands,2016,5.6
Netherlands,2017,5.7
Netherlands,2018,5.4
Netherlands,2001,5.6
Netherlands,2002,5.3
Netherlands,2003,5.1
Netherlands,2004,4.8
Netherlands,2005,4.5
Netherlands,2006,4.4
Netherlands,2007,4.2
Netherlands,2008,3.9
Netherlands,2009,3.6
Netherlands,2010,3.5
Netherlands,2011,3.3
Netherlands,2012,3.4
Netherlands,2013,3.8
Netherlands,2014,3.7
Netherlands,2015,3.7
Netherlands,2016,3.7
Netherlands,2017,3.8
Netherlands,2018,3.8
Netherlands,2001,12.9
Netherlands,2002,12.3
Netherlands,2003,11.8
Netherlands,2004,11.3
Netherlands,2005,11.1
Netherlands,2006,10.8
Netherlands,2007,10.4
Netherlands,2008,10.1
Netherlands,2009,9.5
Netherlands,2010,9.3
Netherlands,2011,8.9
Netherlands,2012,8.7
Netherlands,2013,7.8
Netherlands,2014,7.7
Netherlands,2015,7.9
Netherlands,2016,7.7
Netherlands,2017,7.7
Netherlands,2018,7.7
Netherlands,2001,7.1
Netherlands,2002,6.7
Netherlands,2003,6.5
Netherlands,2004,6.2
Netherlands,2005,6.2
Netherlands,2006,6.2
Netherlands,2007,6.0
Netherlands,2008,6.1
Netherlands,2009,6.2
Netherlands,2010,5.8
Netherlands,2011,5.6
Netherlands,2012,5.4
Netherlands,2013,4.9
Netherlands,2014,4.8
Netherlands,2015,4.7
Netherlands,2016,4.7
Netherlands,2017,4.8
Netherlands,2018,4.9
Netherlands,2001,11.4
Netherlands,2002,10.7
Netherlands,2003,10.4
Netherlands,2004,9.9
Netherlands,2005,9.4
Netherlands,2006,9.0
Netherlands,2007,8.6
Netherlands,2008,8.0
Netherlands,2009,7.6
Netherlands,2010,7.1
Netherlands,2011,6.6
Netherlands,2012,6.4
Netherlands,2013,5.3
Netherlands,2014,5.2
Netherlands,2015,4.9
Netherlands,2016,4.6
Netherlands,2017,4.5
Netherlands,2018,4.4
Netherlands,2001,6.6
Netherlands,2002,6.5
Netherlands,2003,6.2
Netherlands,2004,6.1
Netherlands,2005,5.6
Netherlands,2006,5.5
Netherlands,2007,5.1
Netherlands,2008,4.7
Netherlands,2009,4.4
Netherlands,2010,4.3
Netherlands,2011,4.0
Netherlands,2012,4.1
Netherlands,2013,3.5
Netherlands,2014,3.3
Netherlands,2015,3.2
Netherlands,2016,3.2
Netherlands,2017,3.2
Netherlands,2018,3.4
Netherlands,2001,9.9
Netherlands,2002,9.5
Netherlands,2003,9.2
Netherlands,2004,8.6
Netherlands,2005,8.0
Netherlands,2006,7.6
Netherlands,2007,7.1
Netherlands,2008,6.7
Netherlands,2009,6.5
Netherlands,2010,6.2
Netherlands,2011,5.8
Netherlands,2012,5.6
Netherlands,2013,5.5
Netherlands,2014,5.3
Netherlands,2015,5.2
Netherlands,2016,5.0
Netherlands,2017,4.9
Netherlands,2018,4.9
Netherlands,2001,10.2
Netherlands,2002,9.4
Netherlands,2003,8.7
Netherlands,2004,8.1
Netherlands,2005,7.8
Netherlands,2006,7.7
Netherlands,2007,7.3
Netherlands,2008,7.0
Netherlands,2009,6.7
Netherlands,2010,6.4
Netherlands,2011,6.0
Netherlands,2012,6.0
Netherlands,2013,5.7
Netherlands,2014,5.6
Netherlands,2015,5.6
Netherlands,2016,5.5
Netherlands,2017,5.5
Netherlands,2018,5.6
Netherlands,2001,8.1
Netherlands,2002,7.8
Netherlands,2003,7.2
Netherlands,2004,6.6
Netherlands,2005,6.2
Netherlands,2006,5.9
Netherlands,2007,5.6
Netherlands,2008,5.1
Netherlands,2009,5.2
Netherlands,2010,5.2
Netherlands,2011,5.1
Netherlands,2012,4.9
Netherlands,2013,3.8
Netherlands,2014,4.0
Netherlands,2015,4.0
Netherlands,2016,4.1
Netherlands,2017,3.9
Netherlands,2018,3.7
Netherlands,2001,15.6
Netherlands,2002,14.8
Netherlands,2003,14.8
Netherlands,2004,13.1
Netherlands,2005,12.6
Netherlands,2006,11.7
Netherlands,2007,11.4
Netherlands,2008,10.6
Netherlands,2009,10.3
Netherlands,2010,9.7
Netherlands,2011,8.8
Netherlands,2012,8.5
Netherlands,2013,7.4
Netherlands,2014,7.1
Netherlands,2015,7.1
Netherlands,2016,6.8
Netherlands,2017,6.5
Netherlands,2018,6.7
Netherlands,2001,5.6
Netherlands,2002,5.5
Netherlands,2003,5.3
Netherlands,2004,5.2
Netherlands,2005,4.9
Netherlands,2006,4.7
Netherlands,2007,4.5
Netherlands,2008,4.3
Netherlands,2009,4.2
Netherlands,2010,4.1
Netherlands,2011,4.0
Netherlands,2012,3.9
Netherlands,2013,3.0
Netherlands,2014,2.9
Netherlands,2015,2.9
Netherlands,2016,2.9
Netherlands,2017,2.8
Netherlands,2018,2.7
Netherlands,2001,3.0
Netherlands,2002,2.9
Netherlands,2003,2.7
Netherlands,2004,2.6
Netherlands,2005,2.6
Netherlands,2006,2.7
Netherlands,2007,2.6
Netherlands,2008,2.6
Netherlands,2009,2.6
Netherlands,2010,2.6
Netherlands,2011,2.6
Netherlands,2012,2.5
Netherlands,2013,1.8
Netherlands,2014,1.8
Netherlands,2015,1.8
Netherlands,2016,1.8
Netherlands,2017,1.8
Netherlands,2018,1.8
Netherlands,2001,12.3
Netherlands,2002,11.8
Netherlands,2003,11.3
Netherlands,2004,10.8
Netherlands,2005,10.6
Netherlands,2006,10.0
Netherlands,2007,9.7
Netherlands,2008,9.2
Netherlands,2009,8.6
Netherlands,2010,8.3
Netherlands,2011,8.0
Netherlands,2012,7.7
Netherlands,2013,6.7
Netherlands,2014,6.5
Netherlands,2015,6.1
Netherlands,2016,6.1
Netherlands,2017,5.9
Netherlands,2018,5.8
Netherlands,2001,9.4
Netherlands,2002,9.3
Netherlands,2003,9.2
Netherlands,2004,8.5
Netherlands,2005,7.6
Netherlands,2006,7.5
Netherlands,2007,6.8
Netherlands,2008,6.8
Netherlands,2009,6.5
Netherlands,2010,5.9
Netherlands,2011,5.7
Netherlands,2012,5.5
Netherlands,2013,5.1
Netherlands,2014,4.9
Netherlands,2015,5.0
Netherlands,2016,4.8
Netherlands,2017,4.9
Netherlands,2018,4.9
Netherlands,2001,4.7
Netherlands,2002,4.4
Netherlands,2003,4.5
Netherlands,2004,4.0
Netherlands,2005,4.3
Netherlands,2006,4.2
Netherlands,2007,4.1
Netherlands,2008,3.8
Netherlands,2009,3.7
Netherlands,2010,4.1
Netherlands,2011,3.9
Netherlands,2012,3.8
Netherlands,2013,3.4
Netherlands,2014,3.6
Netherlands,2015,3.7
Netherlands,2016,3.8
Netherlands,2017,3.9
Netherlands,2018,3.8
Netherlands,2001,7.9
Netherlands,2002,7.7
Netherlands,2003,7.4
Netherlands,2004,7.1
Netherlands,2005,6.9
Netherlands,2006,6.5
Netherlands,2007,6.5
Netherlands,2008,6.1
Netherlands,2009,6.0
Netherlands,2010,5.8
Netherlands,2011,5.5
Netherlands,2012,5.4
Netherlands,2013,4.7
Netherlands,2014,4.4
Netherlands,2015,4.5
Netherlands,2016,4.2
Netherlands,2017,4.2
Netherlands,2018,4.3
Netherlands,2001,7.8
Netherlands,2002,7.5
Netherlands,2003,7.3
Netherlands,2004,7.0
Netherlands,2005,6.8
Netherlands,2006,6.6
Netherlands,2007,6.4
Netherlands,2008,6.2
Netherlands,2009,6.0
Netherlands,2010,5.8
Netherlands,2011,5.5
Netherlands,2012,5.4
Netherlands,2013,4.6
Netherlands,2014,4.5
Netherlands,2015,4.5
Netherlands,2016,4.4
Netherlands,2017,4.3
Netherlands,2018,4.4
Netherlands,2001,3.4
Netherlands,2002,3.4
Netherlands,2003,3.2
Netherlands,2004,3.1
Netherlands,2005,2.9
Netherlands,2006,2.9
Netherlands,2007,2.9
Netherlands,2008,2.8
Netherlands,2009,2.7
Netherlands,2010,2.6
Netherlands,2011,2.6
Netherlands,2012,2.5
Netherlands,2013,1.8
Netherlands,2014,1.5
Netherlands,2015,1.5
Netherlands,2016,1.4
Netherlands,2017,1.4
Netherlands,2018,1.4
Netherlands,2005,6.0
Netherlands,2006,5.7
Netherlands,2007,5.6
Netherlands,2008,5.3
Netherlands,2009,5.1
Netherlands,2010,5.0
Netherlands,2011,4.9
Netherlands,2012,4.9
Netherlands,2013,4.4
Netherlands,2014,4.2
Netherlands,2015,4.2
Netherlands,2016,4.0
Netherlands,2017,4.1
Netherlands,2018,4.0
Netherlands,2001,12.4
Netherlands,2002,12.1
Netherlands,2003,11.6
Netherlands,2004,11.3
Netherlands,2005,10.8
Netherlands,2006,10.3
Netherlands,2007,10.1
Netherlands,2008,9.6
Netherlands,2009,9.2
Netherlands,2010,8.9
Netherlands,2011,8.6
Netherlands,2012,8.3
Netherlands,2013,7.7
Netherlands,2014,7.3
Netherlands,2015,7.3
Netherlands,2016,7.0
Netherlands,2017,6.9
Netherlands,2018,6.9
Netherlands,2007,2.6
Netherlands,2008,2.5
Netherlands,2009,2.5
Netherlands,2010,2.5
Netherlands,2011,2.4
Netherlands,2012,2.5
Netherlands,2013,1.7
Netherlands,2014,1.6
Netherlands,2015,1.6
Netherlands,2016,1.7
Netherlands,2017,1.7
Netherlands,2018,1.8
Netherlands,2001,13.6
Netherlands,2002,13.0
Netherlands,2003,12.4
Netherlands,2004,11.9
Netherlands,2005,11.2
Netherlands,2006,11.1
Netherlands,2007,10.4
Netherlands,2008,10.1
Netherlands,2009,9.6
Netherlands,2010,8.9
Netherlands,2011,8.5
Netherlands,2012,8.3
Netherlands,2013,7.3
Netherlands,2014,7.1
Netherlands,2015,7.0
Netherlands,2016,6.8
Netherlands,2017,6.8
Netherlands,2018,6.7
Netherlands,2001,6.6
Netherlands,2002,6.6
Netherlands,2003,6.2
Netherlands,2004,6.1
Netherlands,2009,6.5
Netherlands,2010,5.9
Netherlands,2011,5.8
Netherlands,2012,5.4
Netherlands,2013,4.7
Netherlands,2014,4.5
Netherlands,2015,4.4
Netherlands,2016,4.2
Netherlands,2017,4.2
Netherlands,2018,4.2
Netherlands,2001,2.4
Netherlands,2002,2.4
Netherlands,2003,2.3
Netherlands,2004,2.3
Netherlands,2005,2.2
Netherlands,2006,2.2
Netherlands,2007,2.1
Netherlands,2008,2.1
Netherlands,2009,2.1
Netherlands,2010,2.1
Netherlands,2011,2.1
Netherlands,2012,2.1
Netherlands,2013,1.1
Netherlands,2014,1.1
Netherlands,2015,1.1
Netherlands,2016,1.1
Netherlands,2017,1.1
Netherlands,2018,1.1
Netherlands,2001,2.9
Netherlands,2002,2.8
Netherlands,2003,2.8
Netherlands,2004,2.7
Netherlands,2005,2.7
Netherlands,2016,4.3
Netherlands,2017,4.1
Netherlands,2018,4.2
Netherlands,2001,8.2
Netherlands,2002,7.8
Netherlands,2003,7.5
Netherlands,2004,7.0
Netherlands,2005,6.8
Netherlands,2006,6.6
Netherlands,2007,6.3
Netherlands,2008,6.1
Netherlands,2009,5.8
Netherlands,2010,5.6
Netherlands,2011,5.3
Netherlands,2012,5.2
Netherlands,2013,4.8
Netherlands,2014,4.6
Netherlands,2015,4.6
Netherlands,2016,4.5
Netherlands,2017,4.5
Netherlands,2018,4.5
United Kingdom,2001,9.5
United Kingdom,2002,8.6
United Kingdom,2003,8.0
United Kingdom,2004,7.7
United Kingdom,2005,6.7
United Kingdom,2006,6.3
United Kingdom,2007,5.1
United Kingdom,2008,5.2
United Kingdom,2009,4.5
United Kingdom,2010,4.6
United Kingdom,2011,4.5
United Kingdom,2012,3.6
United Kingdom,2013,3.2
United Kingdom,2014,3.4
United Kingdom,2015,3.5
United Kingdom,2016,3.3
United Kingdom,2018,3.4
United Kingdom,2004,4.8
United Kingdom,2005,4.5
United Kingdom,2006,4.9
United Kingdom,2007,3.9
United Kingdom,2008,4.0
United Kingdom,2009,3.3
United Kingdom,2010,3.0
United Kingdom,2011,3.0
United Kingdom,2012,2.7
United Kingdom,2013,3.0
United Kingdom,2014,3.0
United Kingdom,2015,3.0
United Kingdom,2016,2.7
United Kingdom,2018,2.5
United Kingdom,2001,1.7
United Kingdom,2002,1.6
United Kingdom,2003,1.7
United Kingdom,2004,1.9
United Kingdom,2005,2.0
United Kingdom,2006,1.5
United Kingdom,2007,1.6
United Kingdom,2008,1.5
United Kingdom,2009,1.3
United Kingdom,2010,1.3
United Kingdom,2011,1.4
United Kingdom,2012,1.2
United Kingdom,2013,1.2
United Kingdom,2014,1.2
United Kingdom,2015,1.2
United Kingdom,2016,1.1
United Kingdom,2018,1.2
United Kingdom,2001,2.3
United Kingdom,2002,2.2
United Kingdom,2003,2.1
United Kingdom,2004,2.1
United Kingdom,2005,2.0
United Kingdom,2006,1.9
United Kingdom,2007,1.9
United Kingdom,2008,1.8
United Kingdom,2009,1.8
United Kingdom,2010,1.7
United Kingdom,2011,1.7
United Kingdom,2012,1.7
United Kingdom,2013,1.7
United Kingdom,2014,1.6
United Kingdom,2015,1.6
United Kingdom,2016,1.6
United Kingdom,2018,1.5
United Kingdom,2001,24.5
United Kingdom,2002,14.1
United Kingdom,2003,14.4
United Kingdom,2004,12.2
United Kingdom,2005,12.7
United Kingdom,2006,19.5
United Kingdom,2007,16.3
United Kingdom,2008,16.6
United Kingdom,2009,16.2
United Kingdom,2010,14.4
United Kingdom,2011,13.7
United Kingdom,2012,15.2
United Kingdom,2013,9.5
United Kingdom,2014,7.1
United Kingdom,2015,9.1
United Kingdom,2016,6.2
United Kingdom,2018,8.2
United Kingdom,2009,8.6
United Kingdom,2010,8.3
United Kingdom,2011,8.1
United Kingdom,2012,7.9
United Kingdom,2013,7.7
United Kingdom,2014,7.7
United Kingdom,2015,7.7
United Kingdom,2016,7.6
United Kingdom,2018,7.1
United Kingdom,2001,15.1
United Kingdom,2002,12.4
United Kingdom,2003,14.8
United Kingdom,2004,17.3
United Kingdom,2005,11.2
United Kingdom,2006,11.6
United Kingdom,2007,14.5
United Kingdom,2008,19.4
United Kingdom,2009,24.6
United Kingdom,2010,30.9
United Kingdom,2011,11.5
United Kingdom,2012,4.7
United Kingdom,2013,6.6
United Kingdom,2014,16.0
United Kingdom,2015,4.0
United Kingdom,2016,281.0
United Kingdom,2018,113.0
United Kingdom,2001,3.1
United Kingdom,2002,3.1
United Kingdom,2003,3.0
United Kingdom,2004,2.8
United Kingdom,2005,2.8
United Kingdom,2006,2.6
United Kingdom,2007,2.5
United Kingdom,2008,2.8
United Kingdom,2009,2.8
United Kingdom,2010,2.6
United Kingdom,2011,2.5
United Kingdom,2012,2.4
United Kingdom,2013,2.4
United Kingdom,2014,2.3
United Kingdom,2015,2.3
United Kingdom,2016,2.2
United Kingdom,2018,2.3
United Kingdom,2001,5.7
United Kingdom,2002,4.9
United Kingdom,2003,4.5
United Kingdom,2004,4.2
United Kingdom,2005,3.6
United Kingdom,2006,3.3
United Kingdom,2007,2.9
United Kingdom,2008,2.9
United Kingdom,2009,2.6
United Kingdom,2010,2.6
United Kingdom,2011,2.5
United Kingdom,2012,2.2
United Kingdom,2013,2.1
United Kingdom,2014,2.2
United Kingdom,2015,2.2
United Kingdom,2016,2.1
United Kingdom,2018,2.0
United Kingdom,2001,4.4
United Kingdom,2002,4.3
United Kingdom,2003,5.4
United Kingdom,2016,8.7
United Kingdom,2018,8.3
United Kingdom,2001,7.1
United Kingdom,2002,7.5
United Kingdom,2003,7.3
United Kingdom,2004,7.4
United Kingdom,2005,7.4
United Kingdom,2006,7.2
United Kingdom,2007,7.1
United Kingdom,2008,7.2
United Kingdom,2009,7.2
United Kingdom,2010,7.0
United Kingdom,2011,7.0
United Kingdom,2012,7.3
United Kingdom,2013,7.3
United Kingdom,2014,7.3
United Kingdom,2015,7.4
United Kingdom,2016,7.5
United Kingdom,2018,7.2
United Kingdom,2001,8.4
United Kingdom,2002,8.6
United Kingdom,2003,9.0
United Kingdom,2004,8.3
United Kingdom,2005,8.1
United Kingdom,2006,8.2
United Kingdom,2007,7.9
United Kingdom,2008,7.5
United Kingdom,2009,7.3
United Kingdom,2010,7.5
United Kingdom,2011,6.9
United Kingdom,2012,7.2
United Kingdom,2013,6.9
United Kingdom,2014,7.0
United Kingdom,2015,6.9
United Kingdom,2016,7.0
United Kingdom,2018,6.8
United Kingdom,2001,2.4
United Kingdom,2002,2.5
United Kingdom,2003,2.5
United Kingdom,2004,2.4
United Kingdom,2005,2.5
United Kingdom,2006,2.3
United Kingdom,2007,2.2
United Kingdom,2008,2.2
United Kingdom,2009,2.2
United Kingdom,2010,2.1
United Kingdom,2011,2.1
United Kingdom,2012,2.1
United Kingdom,2013,2.1
United Kingdom,2014,2.1
United Kingdom,2015,2.1
United Kingdom,2016,2.2
United Kingdom,2018,2.2
United Kingdom,2001,9.7
United Kingdom,2002,9.8
United Kingdom,2003,9.6
United Kingdom,2004,9.7
United Kingdom,2005,9.3
United Kingdom,2006,9.1
United Kingdom,2007,8.7
United Kingdom,2008,8.7
United Kingdom,2001,3.2
United Kingdom,2002,3.4
United Kingdom,2003,3.5
United Kingdom,2004,3.3
United Kingdom,2005,3.3
United Kingdom,2006,3.2
United Kingdom,2007,3.1
United Kingdom,2008,3.2
United Kingdom,2009,3.1
United Kingdom,2010,3.0
United Kingdom,2011,3.0
United Kingdom,2012,3.0
United Kingdom,2013,3.0
United Kingdom,2014,3.2
United Kingdom,2015,3.2
United Kingdom,2016,3.2
United Kingdom,2018,3.2
United Kingdom,2001,3.9
United Kingdom,2002,4.1
United Kingdom,2003,4.1
United Kingdom,2004,4.2
United Kingdom,2005,4.1
United Kingdom,2006,4.0
United Kingdom,2007,3.9
United Kingdom,2008,4.0
United Kingdom,2009,3.7
United Kingdom,2010,3.8
United Kingdom,2011,3.7
United Kingdom,2012,3.9
United Kingdom,2013,3.8
United Kingdom,2014,3.9
United Kingdom,2015,3.9
United Kingdom,2016,4.1
United Kingdom,2018,3.8
United Kingdom,2001,25.3
United Kingdom,2002,26.5
United Kingdom,2003,26.1
United Kingdom,2004,26.0
United Kingdom,2005,25.6
United Kingdom,2006,24.7
United Kingdom,2007,24.2
United Kingdom,2008,23.8
United Kingdom,2009,23.1
United Kingdom,2010,22.1
United Kingdom,2011,20.9
United Kingdom,2012,20.6
United Kingdom,2013,20.0
United Kingdom,2014,20.0
United Kingdom,2015,19.5
United Kingdom,2016,19.6
United Kingdom,2018,17.5
United Kingdom,2001,9.8
United Kingdom,2002,10.4
United Kingdom,2003,10.4
United Kingdom,2004,10.2
United Kingdom,2005,10.0
United Kingdom,2006,9.7
United Kingdom,2007,9.3
United Kingdom,2008,9.3
United Kingdom,2009,9.0
United Kingdom,2010,8.7
United Kingdom,2011,8.6
United Kingdom,2012,8.6
United Kingdom,2013,8.5
United Kingdom,2014,8.7
United Kingdom,2015,8.6
United Kingdom,2008,42.6
United Kingdom,2009,51.7
United Kingdom,2010,62.6
United Kingdom,2011,45.4
United Kingdom,2012,38.3
United Kingdom,2013,36.7
United Kingdom,2014,34.8
United Kingdom,2015,32.4
United Kingdom,2016,34.5
United Kingdom,2018,28.1
United Kingdom,2001,8.2
United Kingdom,2002,7.8
United Kingdom,2003,7.5
United Kingdom,2004,7.1
United Kingdom,2005,6.7
United Kingdom,2006,6.3
United Kingdom,2007,6.0
United Kingdom,2008,5.9
United Kingdom,2009,5.7
United Kingdom,2010,5.5
United Kingdom,2011,5.2
United Kingdom,2012,5.2
United Kingdom,2013,5.1
United Kingdom,2014,5.0
United Kingdom,2015,5.0
United Kingdom,2016,5.0
United Kingdom,2018,4.8
United Kingdom,2001,8.3
United Kingdom,2002,9.0
United Kingdom,2003,8.9
United Kingdom,2004,8.9
United Kingdom,2005,8.8
United Kingdom,2006,8.5
United Kingdom,2007,8.3
United Kingdom,2008,8.4
United Kingdom,2009,8.2
United Kingdom,2010,8.0
United Kingdom,2011,7.8
United Kingdom,2012,7.9
United Kingdom,2013,7.7
United Kingdom,2014,7.9
United Kingdom,2015,7.8
United Kingdom,2016,7.9
United Kingdom,2018,7.4
United Kingdom,2001,14.2
United Kingdom,2002,16.4
United Kingdom,2003,16.9
United Kingdom,2004,17.6
United Kingdom,2005,18.2
United Kingdom,2006,19.0
United Kingdom,2007,17.9
United Kingdom,2008,17.9
United Kingdom,2009,17.1
United Kingdom,2010,16.3
United Kingdom,2011,15.9
United Kingdom,2012,15.9
United Kingdom,2013,15.6
United Kingdom,2014,15.8
United Kingdom,2015,15.2
United Kingdom,2016,15.3
United Kingdom,2018,13.8
United Kingdom,2014,5.6
United Kingdom,2015,5.5
United Kingdom,2016,5.7
United Kingdom,2018,5.7
United Kingdom,2001,8.9
United Kingdom,2002,8.8
United Kingdom,2003,8.3
United Kingdom,2004,7.7
United Kingdom,2005,7.4
United Kingdom,2006,7.6
United Kingdom,2007,7.0
United Kingdom,2008,7.8
United Kingdom,2009,6.8
United Kingdom,2010,7.3
United Kingdom,2011,6.0
United Kingdom,2012,5.6
United Kingdom,2013,5.5
United Kingdom,2014,5.4
United Kingdom,2015,5.4
United Kingdom,2016,5.6
United Kingdom,2018,5.5
United Kingdom,2001,3.3
United Kingdom,2002,3.2
United Kingdom,2003,3.1
United Kingdom,2004,2.9
United Kingdom,2005,2.8
United Kingdom,2006,2.5
United Kingdom,2007,2.3
United Kingdom,2008,2.2
United Kingdom,2009,2.1
United Kingdom,2010,2.0
United Kingdom,2011,1.9
United Kingdom,2012,1.9
United Kingdom,2013,1.8
United Kingdom,2014,1.8
United Kingdom,2015,1.8
United Kingdom,2016,1.8
United Kingdom,2018,1.8
United Kingdom,2001,3.5
United Kingdom,2002,3.5
United Kingdom,2003,3.5
United Kingdom,2004,3.4
United Kingdom,2005,3.3
United Kingdom,2006,3.0
United Kingdom,2007,2.9
United Kingdom,2008,2.8
United Kingdom,2009,2.8
United Kingdom,2010,2.7
United Kingdom,2011,2.6
United Kingdom,2012,2.6
United Kingdom,2013,2.5
United Kingdom,2014,2.4
United Kingdom,2015,2.3
United Kingdom,2016,2.3
United Kingdom,2018,2.2
United Kingdom,2001,20.5
United Kingdom,2002,23.6
United Kingdom,2003,20.2
United Kingdom,2004,20.4
United Kingdom,2005,27.9
United Kingdom,2006,45.5
United Kingdom,2007,37.8
United Kingdom,2001,7.4
United Kingdom,2002,7.5
United Kingdom,2003,7.4
United Kingdom,2004,7.4
United Kingdom,2005,7.4
United Kingdom,2006,7.1
United Kingdom,2007,6.9
United Kingdom,2008,6.8
United Kingdom,2009,6.6
United Kingdom,2010,6.6
United Kingdom,2011,6.5
United Kingdom,2012,6.3
United Kingdom,2013,6.1
United Kingdom,2014,5.9
United Kingdom,2015,5.8
United Kingdom,2016,5.7
United Kingdom,2018,5.7
United Kingdom,2001,4.5
United Kingdom,2002,5.1
United Kingdom,2003,5.0
United Kingdom,2004,4.7
United Kingdom,2005,4.6
United Kingdom,2006,4.5
United Kingdom,2007,4.7
United Kingdom,2008,4.6
United Kingdom,2009,4.2
United Kingdom,2010,4.0
